Date	Sales Rep	Product	Revenue
1/17/2016	Yulanda Mireles	Toyota	27288
2/9/2016	Hyman Irish	Toyota	32000
3/24/2016	Quentin Johns	Chevy	36302
6/26/2016	Yulanda Mireles	Chevy	17240
2/28/2016	Hyman Irish	Chevy	28417
4/19/2016	Timika Poe	Toyota	33241
10/2/2016	Ernie Pettigrew	Honda	32159
1/2/2016	Towanda Pemberton	Toyota	33318
5/13/2016	Quentin Johns	Toyota	32839
11/21/2016	Quentin Johns	Chevy	29060
5/12/2016	Quentin Johns	Ford	34709
8/15/2016	Adelina Oglesby	Toyota	31875
3/21/2016	Evelynn Mckee	Honda	33218
6/1/2016	Rudolf Eason	Chevy	19225
7/14/2016	Yulanda Mireles	Ford	49005
5/4/2016	Cami Goodson	Honda	29359
7/14/2016	Yulanda Mireles	Ford	27096
9/5/2016	Rudolf Eason	Ford	39630
8/28/2016	Adelina Oglesby	Ford	34532
9/26/2016	Hyman Irish	Toyota	28921
1/30/2016	Rudolf Eason	Toyota	26879
11/7/2016	Rudolf Eason	Ford	28232
10/11/2016	Yulanda Mireles	Toyota	16273
3/13/2016	Timika Poe	Toyota	19381
5/1/2016	Earleen Milam	Honda	20379
4/29/2016	Ernie Pettigrew	Honda	31045
6/3/2016	Kurtis Osorio	Ford	44741
8/7/2016	Kurtis Osorio	Honda	22151
7/14/2016	Timika Poe	Toyota	29269
2/19/2016	Cami Goodson	Toyota	32694
10/24/2016	Louetta Maloney	Chevy	45450
3/22/2016	Timika Poe	Honda	16196
8/14/2016	Hyman Irish	Ford	29599
1/19/2016	Cami Goodson	Chevy	52426
5/26/2016	Kurtis Osorio	Honda	35037
10/25/2016	Quentin Johns	Chevy	48445
11/20/2016	Timika Poe	Chevy	24917
8/25/2016	Zona Otis	Ford	16084
3/4/2016	Quentin Johns	Honda	21765
9/5/2016	Zona Otis	Chevy	47690
8/24/2016	Quentin Johns	Honda	31624
12/19/2016	Kurtis Osorio	Honda	26365
11/6/2016	Towanda Pemberton	Chevy	38078
5/13/2016	Julianna Kunz	Ford	57688
7/1/2016	Kurtis Osorio	Ford	51101
1/19/2016	Towanda Pemberton	Ford	38597
8/23/2016	Zona Otis	Toyota	24591
11/10/2016	Adelina Oglesby	Chevy	53749
4/24/2016	Ernie Pettigrew	Toyota	17799
12/20/2016	Hyman Irish	Chevy	29486
10/31/2016	Evelynn Mckee	Chevy	51598
4/7/2016	Evelynn Mckee	Toyota	25798
3/7/2016	Evelynn Mckee	Ford	60045
11/30/2016	Evelynn Mckee	Toyota	19820
11/11/2016	Earleen Milam	Chevy	35102
3/21/2016	Cami Goodson	Chevy	24881
7/22/2016	Ernie Pettigrew	Chevy	20648
11/8/2016	Adelina Oglesby	Toyota	27180
10/5/2016	Timika Poe	Ford	62599
12/13/2016	Louetta Maloney	Chevy	50661
3/10/2016	Ernie Pettigrew	Chevy	18737
10/21/2016	Timika Poe	Chevy	34299
7/10/2016	Hyman Irish	Ford	61946
1/3/2016	Rudolf Eason	Toyota	25057
12/4/2016	Ernie Pettigrew	Chevy	26473
5/19/2016	Hyman Irish	Honda	37336
12/5/2016	Cami Goodson	Ford	56609
10/24/2016	Hyman Irish	Toyota	19407
4/10/2016	Timika Poe	Honda	16995
3/1/2016	Cami Goodson	Ford	44167
12/12/2016	Adelina Oglesby	Toyota	26468
6/20/2016	Ernie Pettigrew	Chevy	49301
7/19/2016	Hyman Irish	Chevy	50439
4/17/2016	Quentin Johns	Toyota	16185
9/8/2016	Kurtis Osorio	Ford	61360
3/25/2016	Kurtis Osorio	Ford	24810
2/10/2016	Rudolf Eason	Chevy	26859
2/21/2016	Cami Goodson	Chevy	22043
1/29/2016	Evelynn Mckee	Ford	22442
6/26/2016	Timika Poe	Honda	25822
6/11/2016	Ernie Pettigrew	Toyota	24629
6/5/2016	Ernie Pettigrew	Ford	64189
5/26/2016	Rudolf Eason	Chevy	26965
3/8/2016	Timika Poe	Ford	17535
12/21/2016	Rudolf Eason	Honda	21150
1/20/2016	Evelynn Mckee	Toyota	28669
3/3/2016	Louetta Maloney	Ford	15277
2/18/2016	Hyman Irish	Chevy	50619
4/20/2016	Zona Otis	Chevy	18914
7/31/2016	Evelynn Mckee	Chevy	26753
11/9/2016	Adelina Oglesby	Honda	20785
12/11/2016	Quentin Johns	Ford	16220
11/3/2016	Quentin Johns	Toyota	29679
9/1/2016	Towanda Pemberton	Toyota	26905
12/16/2016	Hyman Irish	Toyota	16226
11/1/2016	Kurtis Osorio	Ford	23885
5/2/2016	Hyman Irish	Toyota	17071
10/29/2016	Louetta Maloney	Toyota	34467
2/14/2016	Quentin Johns	Ford	54713
10/10/2016	Timika Poe	Toyota	31469
7/14/2016	Earleen Milam	Ford	34384
11/17/2016	Zona Otis	Ford	48850
3/11/2016	Evelynn Mckee	Toyota	31787
6/20/2016	Yulanda Mireles	Honda	20854
5/24/2016	Towanda Pemberton	Chevy	41830
11/15/2016	Julianna Kunz	Chevy	42081
12/23/2016	Kurtis Osorio	Chevy	43339
4/18/2016	Earleen Milam	Chevy	51569
11/29/2016	Rudolf Eason	Honda	22829
11/5/2016	Towanda Pemberton	Honda	29101
2/19/2016	Louetta Maloney	Toyota	30994
6/26/2016	Quentin Johns	Ford	29166
1/27/2016	Rudolf Eason	Honda	33656
3/22/2016	Kurtis Osorio	Honda	13101
6/28/2016	Hyman Irish	Toyota	27333
9/20/2016	Earleen Milam	Toyota	18092
6/18/2016	Louetta Maloney	Honda	27497
1/5/2016	Quentin Johns	Ford	26416
7/13/2016	Adelina Oglesby	Toyota	32130
12/22/2016	Zona Otis	Chevy	44719
12/27/2016	Yulanda Mireles	Toyota	30410
5/21/2016	Cami Goodson	Honda	24660
6/21/2016	Cami Goodson	Chevy	26150
8/28/2016	Yulanda Mireles	Ford	48941
4/3/2016	Cami Goodson	Honda	36863
10/15/2016	Ernie Pettigrew	Honda	37634
12/16/2016	Timika Poe	Chevy	21215
12/10/2016	Earleen Milam	Ford	58687
10/26/2016	Earleen Milam	Ford	63883
11/22/2016	Yulanda Mireles	Honda	32734
5/8/2016	Julianna Kunz	Honda	37034
7/26/2016	Julianna Kunz	Honda	36074
1/19/2016	Ernie Pettigrew	Chevy	19447
5/21/2016	Adelina Oglesby	Ford	46570
2/19/2016	Hyman Irish	Toyota	33920
6/30/2016	Earleen Milam	Honda	35635
7/5/2016	Louetta Maloney	Ford	63154
12/16/2016	Quentin Johns	Toyota	16552
6/7/2016	Louetta Maloney	Honda	30064
9/27/2016	Cami Goodson	Toyota	20852
10/28/2016	Julianna Kunz	Toyota	18929
10/27/2016	Zona Otis	Ford	57211
7/31/2016	Rudolf Eason	Toyota	17802
5/8/2016	Cami Goodson	Ford	56500
5/4/2016	Timika Poe	Ford	26215
11/11/2016	Evelynn Mckee	Ford	64021
7/25/2016	Ernie Pettigrew	Chevy	29558
4/29/2016	Towanda Pemberton	Toyota	34093
10/25/2016	Cami Goodson	Honda	16476
7/2/2016	Cami Goodson	Toyota	18407
8/24/2016	Ernie Pettigrew	Toyota	34348
1/6/2016	Timika Poe	Ford	18657
2/23/2016	Earleen Milam	Ford	59734
3/16/2016	Towanda Pemberton	Toyota	31385
6/22/2016	Towanda Pemberton	Honda	21397
11/11/2016	Rudolf Eason	Ford	64944
9/18/2016	Cami Goodson	Ford	61274
7/2/2016	Kurtis Osorio	Toyota	32929
3/30/2016	Hyman Irish	Honda	37789
10/25/2016	Ernie Pettigrew	Toyota	33542
9/3/2016	Quentin Johns	Ford	58722
11/26/2016	Louetta Maloney	Toyota	24234
4/6/2016	Evelynn Mckee	Toyota	24921
7/26/2016	Towanda Pemberton	Toyota	19484
5/8/2016	Timika Poe	Honda	32349
6/21/2016	Cami Goodson	Chevy	17665
10/2/2016	Zona Otis	Chevy	49129
8/28/2016	Kurtis Osorio	Chevy	51414
6/28/2016	Earleen Milam	Ford	28646
11/25/2016	Kurtis Osorio	Honda	34339
9/25/2016	Cami Goodson	Toyota	24394
10/15/2016	Hyman Irish	Toyota	33572
6/22/2016	Cami Goodson	Honda	33446
10/24/2016	Evelynn Mckee	Chevy	54681
11/15/2016	Zona Otis	Toyota	22442
7/23/2016	Julianna Kunz	Ford	44997
2/5/2016	Adelina Oglesby	Toyota	19572
8/7/2016	Hyman Irish	Chevy	52536
12/7/2016	Hyman Irish	Toyota	32040
6/28/2016	Ernie Pettigrew	Honda	35873
11/18/2016	Louetta Maloney	Chevy	46555
4/15/2016	Kurtis Osorio	Toyota	29708
1/12/2016	Julianna Kunz	Toyota	34834
11/5/2016	Evelynn Mckee	Ford	47823
2/25/2016	Adelina Oglesby	Toyota	24065
5/5/2016	Earleen Milam	Toyota	26056
2/3/2016	Towanda Pemberton	Chevy	16890
10/7/2016	Evelynn Mckee	Toyota	29387
6/26/2016	Rudolf Eason	Toyota	28814
10/6/2016	Evelynn Mckee	Chevy	16391
7/2/2016	Towanda Pemberton	Chevy	37111
10/6/2016	Hyman Irish	Ford	64441
1/21/2016	Ernie Pettigrew	Honda	33077
2/19/2016	Towanda Pemberton	Toyota	17874
4/21/2016	Rudolf Eason	Toyota	34894
1/28/2016	Towanda Pemberton	Honda	33046
4/20/2016	Zona Otis	Ford	63930
8/22/2016	Adelina Oglesby	Ford	30419
9/9/2016	Kurtis Osorio	Honda	21458
1/2/2016	Kurtis Osorio	Toyota	25893
3/6/2016	Timika Poe	Ford	62537
5/10/2016	Towanda Pemberton	Chevy	48875
8/3/2016	Ernie Pettigrew	Toyota	31781
11/17/2016	Louetta Maloney	Chevy	40566
7/27/2016	Louetta Maloney	Chevy	36475
12/10/2016	Yulanda Mireles	Toyota	26751
1/31/2016	Rudolf Eason	Ford	61855
9/29/2016	Towanda Pemberton	Ford	25261
6/19/2016	Towanda Pemberton	Honda	36644
5/27/2016	Rudolf Eason	Chevy	38890
7/17/2016	Adelina Oglesby	Ford	22628
6/30/2016	Louetta Maloney	Chevy	51869
12/23/2016	Rudolf Eason	Chevy	44141
10/4/2016	Rudolf Eason	Ford	56139
4/16/2016	Yulanda Mireles	Ford	36801
4/17/2016	Hyman Irish	Toyota	34382
11/15/2016	Hyman Irish	Toyota	19313
9/7/2016	Kurtis Osorio	Toyota	33577
4/5/2016	Cami Goodson	Toyota	26619
8/21/2016	Ernie Pettigrew	Ford	61238
4/29/2016	Quentin Johns	Ford	18636
11/28/2016	Timika Poe	Chevy	22498
8/31/2016	Timika Poe	Honda	30557
3/29/2016	Timika Poe	Honda	34567
10/11/2016	Quentin Johns	Ford	59035
3/31/2016	Hyman Irish	Chevy	37551
8/12/2016	Zona Otis	Toyota	17606
7/25/2016	Earleen Milam	Honda	21434
12/30/2016	Cami Goodson	Ford	58323
1/28/2016	Hyman Irish	Toyota	32238
10/27/2016	Julianna Kunz	Ford	33757
3/23/2016	Earleen Milam	Ford	26677
12/2/2016	Earleen Milam	Toyota	23019
12/1/2016	Evelynn Mckee	Ford	53768
2/21/2016	Towanda Pemberton	Chevy	23553
5/5/2016	Zona Otis	Chevy	28211
5/17/2016	Towanda Pemberton	Ford	39884
3/16/2016	Zona Otis	Honda	23316
12/27/2016	Adelina Oglesby	Ford	53772
2/7/2016	Quentin Johns	Chevy	36636
9/22/2016	Kurtis Osorio	Chevy	35714
3/8/2016	Earleen Milam	Chevy	40723
3/16/2016	Adelina Oglesby	Ford	23297
11/13/2016	Quentin Johns	Honda	23568
4/27/2016	Hyman Irish	Ford	34681
6/7/2016	Kurtis Osorio	Toyota	31948
2/24/2016	Yulanda Mireles	Honda	21105
12/14/2016	Louetta Maloney	Ford	20899
10/31/2016	Rudolf Eason	Ford	21797
9/29/2016	Julianna Kunz	Chevy	46410
9/10/2016	Evelynn Mckee	Toyota	23141
8/8/2016	Adelina Oglesby	Toyota	16796
1/2/2016	Yulanda Mireles	Ford	53024
8/6/2016	Yulanda Mireles	Toyota	16945
11/5/2016	Towanda Pemberton	Toyota	31304
4/22/2016	Hyman Irish	Toyota	18477
3/17/2016	Adelina Oglesby	Chevy	46467
7/25/2016	Adelina Oglesby	Honda	23398
2/17/2016	Quentin Johns	Chevy	46732
12/27/2016	Julianna Kunz	Honda	26852
2/8/2016	Adelina Oglesby	Chevy	36589
8/7/2016	Cami Goodson	Toyota	33297
7/26/2016	Julianna Kunz	Honda	17770
8/19/2016	Yulanda Mireles	Toyota	21312
5/7/2016	Adelina Oglesby	Honda	26701
11/7/2016	Adelina Oglesby	Ford	31190
3/5/2016	Rudolf Eason	Honda	17444
5/21/2016	Hyman Irish	Toyota	22988
12/7/2016	Adelina Oglesby	Ford	42141
7/3/2016	Rudolf Eason	Honda	31802
6/6/2016	Earleen Milam	Ford	51075
8/25/2016	Yulanda Mireles	Chevy	32999
12/19/2016	Quentin Johns	Ford	52017
4/23/2016	Towanda Pemberton	Honda	31595
8/6/2016	Cami Goodson	Toyota	16477
10/20/2016	Zona Otis	Ford	29741
3/2/2016	Kurtis Osorio	Chevy	37852
5/26/2016	Kurtis Osorio	Toyota	17569
3/13/2016	Quentin Johns	Honda	35856
3/2/2016	Louetta Maloney	Ford	38128
4/27/2016	Louetta Maloney	Honda	13244
11/22/2016	Julianna Kunz	Honda	34459
8/28/2016	Yulanda Mireles	Honda	27941
4/10/2016	Quentin Johns	Chevy	37949
12/24/2016	Kurtis Osorio	Toyota	31888
12/10/2016	Quentin Johns	Ford	20245
10/10/2016	Zona Otis	Toyota	21134
2/1/2016	Kurtis Osorio	Ford	46264
2/26/2016	Timika Poe	Chevy	16407
4/28/2016	Hyman Irish	Ford	56011
4/18/2016	Ernie Pettigrew	Chevy	50764
2/23/2016	Timika Poe	Honda	22546
3/4/2016	Adelina Oglesby	Chevy	49631
11/2/2016	Rudolf Eason	Ford	49860
9/5/2016	Adelina Oglesby	Toyota	32860
12/6/2016	Ernie Pettigrew	Honda	27489
10/24/2016	Louetta Maloney	Honda	27602
1/16/2016	Hyman Irish	Ford	18119
7/29/2016	Kurtis Osorio	Ford	51334
10/27/2016	Kurtis Osorio	Chevy	18146
5/21/2016	Ernie Pettigrew	Toyota	27276
4/15/2016	Zona Otis	Chevy	49121
2/8/2016	Louetta Maloney	Chevy	31027
11/11/2016	Hyman Irish	Honda	29017
1/18/2016	Ernie Pettigrew	Chevy	43708
6/22/2016	Yulanda Mireles	Ford	37317
2/13/2016	Timika Poe	Ford	21469
4/20/2016	Earleen Milam	Honda	29555
5/26/2016	Kurtis Osorio	Chevy	44413
1/16/2016	Quentin Johns	Toyota	20391
6/24/2016	Rudolf Eason	Toyota	34471
8/5/2016	Hyman Irish	Chevy	30385
7/20/2016	Yulanda Mireles	Ford	50226
7/29/2016	Louetta Maloney	Honda	13360
8/11/2016	Timika Poe	Chevy	33860
5/15/2016	Louetta Maloney	Ford	59678
6/15/2016	Kurtis Osorio	Honda	15190
11/6/2016	Timika Poe	Toyota	20824
4/21/2016	Adelina Oglesby	Ford	39945
5/31/2016	Hyman Irish	Chevy	31323
8/1/2016	Cami Goodson	Ford	34368
5/17/2016	Cami Goodson	Ford	28653
1/15/2016	Towanda Pemberton	Chevy	54787
1/1/2016	Kurtis Osorio	Honda	18916
9/3/2016	Zona Otis	Chevy	41186
4/14/2016	Julianna Kunz	Toyota	17248
6/23/2016	Towanda Pemberton	Toyota	31905
8/1/2016	Hyman Irish	Honda	18805
7/3/2016	Towanda Pemberton	Toyota	24084
12/8/2016	Towanda Pemberton	Toyota	17742
1/4/2016	Rudolf Eason	Honda	33155
1/20/2016	Rudolf Eason	Chevy	37686
1/6/2016	Timika Poe	Toyota	21052
6/15/2016	Kurtis Osorio	Toyota	32659
5/10/2016	Timika Poe	Honda	30375
6/26/2016	Louetta Maloney	Chevy	35106
11/12/2016	Towanda Pemberton	Honda	17635
2/28/2016	Evelynn Mckee	Honda	29006
2/28/2016	Yulanda Mireles	Honda	31941
11/27/2016	Earleen Milam	Ford	46227
12/1/2016	Kurtis Osorio	Ford	49519
8/7/2016	Rudolf Eason	Honda	29984
10/24/2016	Yulanda Mireles	Honda	16934
6/27/2016	Zona Otis	Honda	31479
8/6/2016	Kurtis Osorio	Ford	58827
6/14/2016	Rudolf Eason	Toyota	16888
3/15/2016	Kurtis Osorio	Honda	29298
1/25/2016	Evelynn Mckee	Chevy	46932
5/30/2016	Julianna Kunz	Toyota	22210
2/7/2016	Julianna Kunz	Ford	48593
5/2/2016	Timika Poe	Chevy	50223
5/29/2016	Towanda Pemberton	Chevy	37863
4/25/2016	Zona Otis	Honda	17061
3/15/2016	Louetta Maloney	Ford	63793
1/2/2016	Hyman Irish	Toyota	29967
11/25/2016	Rudolf Eason	Toyota	26118
4/21/2016	Rudolf Eason	Ford	53817
11/25/2016	Hyman Irish	Chevy	25047
3/1/2016	Quentin Johns	Ford	56244
7/6/2016	Rudolf Eason	Chevy	36258
10/31/2016	Rudolf Eason	Ford	35262
5/3/2016	Yulanda Mireles	Chevy	20778
10/4/2016	Cami Goodson	Toyota	19096
12/25/2016	Earleen Milam	Ford	46034
12/18/2016	Earleen Milam	Ford	53500
4/26/2016	Hyman Irish	Honda	36490
7/20/2016	Kurtis Osorio	Ford	61946
1/24/2016	Rudolf Eason	Toyota	25834
6/11/2016	Earleen Milam	Ford	43569
6/9/2016	Evelynn Mckee	Toyota	22190
2/24/2016	Louetta Maloney	Toyota	20895
3/4/2016	Kurtis Osorio	Chevy	39316
7/15/2016	Hyman Irish	Honda	15961
10/22/2016	Rudolf Eason	Toyota	31171
10/27/2016	Hyman Irish	Ford	62852
12/24/2016	Ernie Pettigrew	Chevy	41416
2/7/2016	Earleen Milam	Ford	41662
6/22/2016	Adelina Oglesby	Ford	49683
5/28/2016	Evelynn Mckee	Toyota	30436
1/17/2016	Adelina Oglesby	Chevy	25100
1/23/2016	Quentin Johns	Honda	27905
10/26/2016	Ernie Pettigrew	Honda	29522
2/17/2016	Timika Poe	Chevy	28883
3/20/2016	Adelina Oglesby	Honda	13551
5/26/2016	Julianna Kunz	Honda	32261
3/1/2016	Yulanda Mireles	Chevy	30726
3/21/2016	Ernie Pettigrew	Honda	25380
12/2/2016	Hyman Irish	Honda	18152
7/12/2016	Yulanda Mireles	Chevy	26819
10/22/2016	Julianna Kunz	Chevy	27219
10/8/2016	Timika Poe	Chevy	50063
7/31/2016	Cami Goodson	Honda	17538
2/14/2016	Hyman Irish	Honda	17990
3/13/2016	Quentin Johns	Honda	17030
5/8/2016	Zona Otis	Chevy	54095
8/29/2016	Julianna Kunz	Honda	26998
9/24/2016	Timika Poe	Chevy	30770
4/14/2016	Julianna Kunz	Ford	43697
3/10/2016	Hyman Irish	Honda	22102
3/23/2016	Rudolf Eason	Honda	38481
4/25/2016	Earleen Milam	Honda	19999
8/8/2016	Evelynn Mckee	Chevy	17059
12/7/2016	Julianna Kunz	Honda	36869
12/26/2016	Cami Goodson	Chevy	31407
11/30/2016	Adelina Oglesby	Chevy	25815
4/8/2016	Cami Goodson	Honda	29428
12/29/2016	Zona Otis	Honda	35109
12/28/2016	Hyman Irish	Toyota	20349
12/23/2016	Rudolf Eason	Ford	48927
7/27/2016	Adelina Oglesby	Toyota	31681
11/4/2016	Adelina Oglesby	Toyota	28376
11/17/2016	Quentin Johns	Honda	38109
12/17/2016	Evelynn Mckee	Chevy	38758
2/27/2016	Cami Goodson	Honda	38703
2/15/2016	Julianna Kunz	Chevy	45540
10/18/2016	Rudolf Eason	Chevy	49777
1/4/2016	Zona Otis	Toyota	18302
1/18/2016	Julianna Kunz	Toyota	25872
12/3/2016	Towanda Pemberton	Toyota	17870
7/23/2016	Ernie Pettigrew	Ford	20460
9/25/2016	Yulanda Mireles	Ford	63406
6/2/2016	Cami Goodson	Toyota	27471
12/7/2016	Louetta Maloney	Ford	19788
6/19/2016	Evelynn Mckee	Ford	46615
7/21/2016	Zona Otis	Honda	31270
3/27/2016	Towanda Pemberton	Ford	32650
10/31/2016	Yulanda Mireles	Ford	61158
5/21/2016	Ernie Pettigrew	Honda	38421
3/25/2016	Ernie Pettigrew	Toyota	19336
10/21/2016	Rudolf Eason	Chevy	45153
5/21/2016	Quentin Johns	Toyota	24645
6/20/2016	Timika Poe	Chevy	33947
8/26/2016	Evelynn Mckee	Honda	25901
10/26/2016	Rudolf Eason	Chevy	22871
10/12/2016	Earleen Milam	Chevy	19691
8/17/2016	Quentin Johns	Chevy	46840
1/11/2016	Zona Otis	Chevy	43696
5/8/2016	Hyman Irish	Honda	33910
5/30/2016	Ernie Pettigrew	Chevy	45534
4/14/2016	Adelina Oglesby	Toyota	28245
1/25/2016	Rudolf Eason	Ford	58460
12/12/2016	Rudolf Eason	Honda	20727
9/16/2016	Ernie Pettigrew	Toyota	17313
5/11/2016	Julianna Kunz	Ford	37410
11/10/2016	Louetta Maloney	Toyota	18650
3/13/2016	Earleen Milam	Toyota	20775
7/15/2016	Cami Goodson	Ford	53241
5/16/2016	Adelina Oglesby	Ford	39843
7/25/2016	Timika Poe	Chevy	43083
7/25/2016	Zona Otis	Chevy	29939
2/26/2016	Julianna Kunz	Chevy	36331
3/1/2016	Kurtis Osorio	Honda	28248
5/18/2016	Hyman Irish	Chevy	40886
4/17/2016	Towanda Pemberton	Toyota	23592
4/5/2016	Towanda Pemberton	Toyota	20549
10/25/2016	Zona Otis	Toyota	19237
10/3/2016	Ernie Pettigrew	Honda	25805
1/26/2016	Evelynn Mckee	Ford	55055
5/22/2016	Evelynn Mckee	Ford	38516
10/22/2016	Towanda Pemberton	Ford	30702
10/15/2016	Julianna Kunz	Toyota	22501
10/27/2016	Zona Otis	Honda	23238
12/26/2016	Adelina Oglesby	Chevy	30883
10/21/2016	Quentin Johns	Chevy	44625
8/10/2016	Louetta Maloney	Honda	26004
7/11/2016	Louetta Maloney	Ford	47858
11/2/2016	Evelynn Mckee	Honda	21681
4/4/2016	Zona Otis	Toyota	29658
3/15/2016	Timika Poe	Toyota	34750
6/26/2016	Towanda Pemberton	Ford	58004
6/14/2016	Zona Otis	Honda	22035
11/30/2016	Yulanda Mireles	Chevy	46086
2/3/2016	Louetta Maloney	Honda	22885
1/27/2016	Ernie Pettigrew	Ford	47148
11/30/2016	Hyman Irish	Toyota	20088
3/5/2016	Louetta Maloney	Toyota	27970
12/30/2016	Cami Goodson	Honda	23288
9/27/2016	Cami Goodson	Toyota	29048
10/15/2016	Adelina Oglesby	Chevy	44761
3/18/2016	Timika Poe	Chevy	30252
9/11/2016	Earleen Milam	Toyota	32163
4/18/2016	Adelina Oglesby	Toyota	18995
4/14/2016	Hyman Irish	Honda	24599
4/28/2016	Julianna Kunz	Chevy	24145
7/19/2016	Cami Goodson	Toyota	21410
1/24/2016	Louetta Maloney	Ford	51349
4/2/2016	Rudolf Eason	Ford	44559
10/1/2016	Louetta Maloney	Chevy	48054
3/27/2016	Earleen Milam	Ford	32614
4/12/2016	Yulanda Mireles	Chevy	24850
8/10/2016	Julianna Kunz	Chevy	42979
11/22/2016	Ernie Pettigrew	Honda	34930
9/21/2016	Quentin Johns	Chevy	18488
11/12/2016	Earleen Milam	Chevy	26906
3/1/2016	Earleen Milam	Toyota	19748
9/20/2016	Quentin Johns	Ford	55309
2/25/2016	Louetta Maloney	Honda	26179
8/5/2016	Cami Goodson	Chevy	46598
2/3/2016	Earleen Milam	Ford	36510
11/23/2016	Timika Poe	Toyota	18063
3/2/2016	Evelynn Mckee	Chevy	37871
3/16/2016	Timika Poe	Ford	59429
5/14/2016	Earleen Milam	Toyota	33768
8/14/2016	Towanda Pemberton	Chevy	39337
3/4/2016	Adelina Oglesby	Honda	38995
4/10/2016	Quentin Johns	Honda	21462
12/25/2016	Hyman Irish	Chevy	19457
4/5/2016	Ernie Pettigrew	Toyota	16794
7/31/2016	Adelina Oglesby	Ford	17469
2/7/2016	Hyman Irish	Toyota	29165
7/28/2016	Julianna Kunz	Chevy	29801
2/11/2016	Kurtis Osorio	Chevy	46071
6/4/2016	Timika Poe	Toyota	19971
3/10/2016	Rudolf Eason	Chevy	50390
7/12/2016	Louetta Maloney	Chevy	32466
5/3/2016	Ernie Pettigrew	Ford	39817
10/5/2016	Adelina Oglesby	Chevy	33613
2/8/2016	Zona Otis	Honda	33304
7/29/2016	Ernie Pettigrew	Chevy	24737
10/9/2016	Timika Poe	Honda	21866
10/6/2016	Timika Poe	Honda	20776
11/4/2016	Rudolf Eason	Chevy	18855
10/12/2016	Earleen Milam	Honda	28348
1/3/2016	Quentin Johns	Toyota	20169
4/11/2016	Zona Otis	Toyota	27432
10/22/2016	Timika Poe	Honda	32084
10/28/2016	Louetta Maloney	Toyota	16544
12/29/2016	Zona Otis	Chevy	24313
6/21/2016	Yulanda Mireles	Ford	56850
2/15/2016	Towanda Pemberton	Honda	22672
5/4/2016	Hyman Irish	Ford	41711
6/3/2016	Timika Poe	Toyota	23446
3/24/2016	Hyman Irish	Toyota	25985
1/29/2016	Rudolf Eason	Ford	53632
11/27/2016	Cami Goodson	Chevy	49998
10/19/2016	Earleen Milam	Honda	30523
6/30/2016	Evelynn Mckee	Chevy	18322
1/27/2016	Cami Goodson	Toyota	29799
7/13/2016	Adelina Oglesby	Toyota	16676
8/1/2016	Towanda Pemberton	Honda	19334
3/23/2016	Towanda Pemberton	Ford	46246
4/7/2016	Towanda Pemberton	Toyota	22714
11/20/2016	Evelynn Mckee	Chevy	30505
11/11/2016	Hyman Irish	Toyota	31188
3/25/2016	Rudolf Eason	Ford	63351
8/28/2016	Zona Otis	Chevy	22392
5/14/2016	Quentin Johns	Honda	34724
3/9/2016	Yulanda Mireles	Ford	16192
10/2/2016	Kurtis Osorio	Ford	22099
